id,parent_id,comment,sentiment,original_seed_label,sarcasm_flag,hard_case_flag,source_type,generation_signal,phrase_family,split_group,recommended_split
aug_12658,seed_01656,bro it was norml 😐,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01656,train
aug_12659,seed_00936,tbh it was just normal... 🤷,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00936,train
aug_12660,seed_00213,omg it waaas okay... 🫤,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00213,train
aug_12661,seed_00696,tbh it was standard for me 🫤🤷,Neutral,Neutral,0,1,controlled_augmentation,balanced_neutral,neutral_balanced,seed_00696,validation
aug_12662,seed_00038,idk 🤷 it felt regular...,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00038,train
aug_12663,seed_01186,omg 🫤 it felt fine,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01186,train
aug_12664,seed_01825,highkey ittttt was kinda fine 🤷🫤,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01825,train
aug_12665,seed_01790,idk it was kinda normal! 🫤,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01790,validation
aug_12666,seed_00647,omg it was average i guess 😐🙂,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_00647,train
aug_12667,seed_00131,tbh it waaaas kinda okay 😐,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00131,train
aug_12668,seed_01295,omg it was kinda average! 😐,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_01295,test
aug_12669,seed_00222,tbhhhhh it wwas regular 🙂,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00222,test
aug_12670,seed_00428,lowkeyyyyy it was justtttt fine 🫤,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00428,validation
aug_12671,seed_01506,lowkey it was pretty normal 🫤,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_01506,train
aug_12672,seed_00374,tbh it 🙂 was average,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00374,train
aug_12673,seed_01170,highkey it felt average 🙂,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01170,test
aug_12674,seed_00087,bro it was just fine 🫤,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00087,train
aug_12675,seed_00357,tbh it was just avvverage 🫤,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00357,validation
aug_12676,seed_00917,ngl 😐 it was kinda regular,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00917,validation
aug_12677,seed_00516,hghkey it was kinda okayyy 🫤,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00516,validation
aug_12678,seed_01190,lol it felt okay 🫤🤷,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01190,train
aug_12679,seed_01824,fr it was average overall 😐,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_01824,validation
aug_12680,seed_01456,highkey it was standard overall... 🙂,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_01456,train
aug_12681,seed_01205,lol it was aaaalright 😐,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01205,train
aug_12682,seed_01850,lol 🙂 it was kinda okay,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01850,validation
aug_12683,seed_00416,idk it waaaas kinda regular 🫤,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00416,train
aug_12684,seed_00560,idk it was fine overall! 🙂,Neutral,Neutral,0,1,controlled_augmentation,balanced_neutral,neutral_balanced,seed_00560,test
aug_12685,seed_01086,lowwkey 😐 ittt was just okay,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01086,train
aug_12686,seed_01547,lol it was kinda average! 🫤,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01547,test
aug_12687,seed_00485,lol it was kinda standard 🤷,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00485,validation
aug_12688,seed_00958,ihghkey it was just average 🙂,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00958,train
aug_12689,seed_00670,idk ittttt was normal 🫤,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00670,validation
aug_12690,seed_00199,idk it was just alright 🤷,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00199,train
aug_12691,seed_01099,bro iit felt fine 🫤,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01099,test
aug_12692,seed_00684,ngl it was regular 🙂,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00684,train
aug_12693,seed_00170,highkey it was average i guess... 🤷,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_00170,test
aug_12694,seed_00516,fr it was fine 🤷🫤,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00516,validation
aug_12695,seed_00510,lol iiiit 🤷 was just okay,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00510,test
aug_12696,seed_01918,idk it was kinda okay 🫤,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01918,validation
aug_12697,seed_00494,omg it was pretty alright! 🤷,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_00494,train
aug_12698,seed_01785,tbh it was just regular 🫤🤷,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01785,train
aug_12699,seed_01473,tbh it was kinnnnda average 🫤😐,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01473,train
aug_12700,seed_00528,lol it was 😐🙂 kinda alright,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00528,validation
aug_12701,seed_00850,tbh it fffelt okay 🙂,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00850,train
aug_12702,seed_00207,ooooomg it felt okay 🙂,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00207,train
aug_12703,seed_01002,bro it felt alright 😐,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01002,train
aug_12704,seed_00030,fr it was alright i guess 🙂,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_00030,validation
aug_12705,seed_01325,lol 🙂 it felt okay,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01325,train
aug_12706,seed_00533,loweky it was just alright! 🙂,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00533,train
aug_12707,seed_01170,fr itttt wassss regular 😐,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01170,test
aug_12708,seed_00280,ommmmg it was jusst regular 🙂🤷,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00280,validation
aug_12709,seed_00499,ngl iiiit was normaal 😐,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00499,train
aug_12710,seed_00526,omg it was okay 🫤 i guess!,Neutral,Neutral,0,1,controlled_augmentation,balanced_neutral,neutral_balanced,seed_00526,test
aug_12711,seed_00118,omg it wwwwas kinda fine 🫤🫤,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00118,train
aug_12712,seed_00026,ngl not bad not great 😐,Neutral,Neutral,0,1,controlled_augmentation,balanced_neutral,neutral_balanced,seed_00026,train
aug_12713,seed_00213,lol it was kkinda normal 🫤,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00213,train
aug_12714,seed_01620,tbbbh it wwwas kinda okay 🙂,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01620,test
aug_12715,seed_00827,lowkey it was just regular 😐😐,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00827,train
aug_12716,seed_01174,lol it was average i guess 🙂,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_01174,train
aug_12717,seed_00926,higgghkey it was kinddddda regular 😐,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00926,train
aug_12718,seed_01761,lowkey it was normal overall! 😐🙂,Neutral,Neutral,0,1,controlled_augmentation,balanced_neutral,neutral_balanced,seed_01761,train
aug_12719,seed_01547,fr it was rrrregular 🙂,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01547,test
aug_12720,seed_00455,bro it was kida nooooormal 🤷🤷,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00455,train
aug_12721,seed_00003,tbh it was normal overall! 🫤,Neutral,Neutral,0,1,controlled_augmentation,balanced_neutral,neutral_balanced,seed_00003,test
aug_12722,seed_01247,fr it was normal i guess 🙂,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_01247,train
aug_12723,seed_01850,fr it was kinda rgeular 🫤,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01850,validation
aug_12724,seed_01575,tbh 🙂 it was kinda average!,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_01575,train
aug_12725,seed_00625,bro it was kinnnda okaaaay 🙂,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00625,validation
aug_12726,seed_01638,tbh it was okay i guess... 🫤,Neutral,Neutral,0,1,controlled_augmentation,balanced_neutral,neutral_balanced,seed_01638,validation
aug_12727,seed_01898,bro it 🙂 felttt fffine,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01898,validation
aug_12728,seed_00191,bro it wwwwwas alright 🫤,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00191,train
aug_12729,seed_01699,idk it 😐 felt average,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01699,train
aug_12730,seed_01456,highkey it was kinda average 😐🙂,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_01456,train
aug_12731,seed_00988,highkey iiiiit was just fie 🙂,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00988,train
aug_12732,seed_00958,ihghkey it was kinda regular 🫤,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00958,train
aug_12733,seed_00755,tbh it was standard overall 🙂,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_00755,test
aug_12734,seed_00459,llol it felt fiine 😐,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00459,train
aug_12735,seed_01886,omg it felt average 🫤,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01886,train
aug_12736,seed_01421,lowkkkkey iiiiit was okay 🤷,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01421,train
aug_12737,seed_01889,highky it fffelt standard 😐🙂,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01889,train
aug_12738,seed_01447,lokey it was kinda okay... 🙂,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01447,validation
aug_12739,seed_01684,fr it was just fine 😐,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01684,train
aug_12740,seed_01520,highkkkey it was kindda okay 🙂,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01520,test
aug_12741,seed_01835,tbh it was kinda regular 🫤🤷,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01835,validation
aug_12742,seed_01218,ngl it was alright i guess 🙂,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_01218,train
aug_12743,seed_00040,idk it 🫤 was regular,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00040,validation
aug_12744,seed_01579,bro it was okay i guess 🤷🤷,Neutral,Neutral,0,1,controlled_augmentation,balanced_neutral,neutral_balanced,seed_01579,train
aug_12745,seed_01239,tbbh it was kinda alright 🫤,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01239,train
aug_12746,seed_01387,idk it felt alright 😐,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01387,test
aug_12747,seed_01550,lol it was pretty average 😐,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_01550,train
aug_12748,seed_01790,llol it was stttandard 🤷,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01790,validation
aug_12749,seed_01763,tbh it was 😐🙂 standard overall,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_01763,validation
aug_12750,seed_00105,ngl it was kiiiiinda fine 😐,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00105,train
aug_12751,seed_01789,tbh it felt average 🙂🫤,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01789,train
aug_12752,seed_01741,hiiighkey it was regulllllar 🙂,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01741,validation
aug_12753,seed_01659,bro it wasss just fine 😐,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01659,validation
aug_12754,seed_01454,lol it was jusssst avverage! 🫤,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01454,train
aug_12755,seed_00251,nglll it was kinda regular 😐,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00251,train
aug_12756,seed_00196,omg it was average! 🤷,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00196,test
aug_12757,seed_01719,tbh it was just standard 🙂,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01719,test
aug_12758,seed_00654,tbh ittt was juts alright 😐,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00654,train
aug_12759,seed_00199,highkey it eflt rgular 🤷,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00199,train
aug_12760,seed_00647,lowkey it was kinda okay 😐😐,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_00647,train
aug_12761,seed_01130,fr it was just average 🫤😐,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01130,train
aug_12762,seed_00879,highkey it was kinda standard! 🫤🫤,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00879,train
aug_12763,seed_00474,lllllol iiit was kinda average 😐,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00474,train
aug_12764,seed_00370,fr it was kinda okay! 🫤,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00370,train
aug_12765,seed_00768,omg it was pretty regular 😐,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_00768,train
aug_12766,seed_01725,fr it fellt alright 🙂,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01725,validation
aug_12767,seed_01121,highkey it was kinda average 😐,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01121,validation
aug_12768,seed_01908,bro it was normall 🙂,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01908,train
aug_12769,seed_00795,hiiiighkey it was justt alright 🫤,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00795,validation
aug_12770,seed_00358,lol it was just regular! 🫤,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00358,train
aug_12771,seed_01860,ngl it felt normal! 🙂,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01860,train
aug_12772,seed_00087,idk it was 😐 okay overall!,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_00087,train
aug_12773,seed_01350,tbh it was 🫤 standard for me,Neutral,Neutral,0,1,controlled_augmentation,balanced_neutral,neutral_balanced,seed_01350,train
aug_12774,seed_01841,idk it was kinda okay 🫤🤷,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01841,train
aug_12775,seed_01482,bro it was 🫤🙂 fine overall,Neutral,Neutral,0,1,controlled_augmentation,balanced_neutral,neutral_balanced,seed_01482,validation
aug_12776,seed_00038,idk it was just regular... 🙂,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00038,train
aug_12777,seed_01207,lowkey 🤷 it was alright i guess,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_01207,test
aug_12778,seed_01160,highkey it was pretty standard 😐,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_01160,train
aug_12779,seed_01825,idk it was just normal 😐😐,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01825,train
aug_12780,seed_00197,omg it was kinda reguar 🤷😐,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00197,train
aug_12781,seed_01824,idk it was 🫤 standard for me,Neutral,Neutral,0,1,controlled_augmentation,balanced_neutral,neutral_balanced,seed_01824,validation
aug_12782,seed_00587,idk it was standard i guess! 🙂,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_00587,test
aug_12783,seed_00312,highkey it was just okay 🫤,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00312,train
aug_12784,seed_00260,ngl not bad not great 🤷😐,Neutral,Neutral,0,1,controlled_augmentation,balanced_neutral,neutral_balanced,seed_00260,train
aug_12785,seed_00302,tbh it was kinda standard 😐,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00302,validation
aug_12786,seed_00226,tbh it was standard for me... 🫤,Neutral,Neutral,0,1,controlled_augmentation,balanced_neutral,neutral_balanced,seed_00226,train
aug_12787,seed_00786,bro 🙂 it was normal overall...,Neutral,Neutral,0,1,controlled_augmentation,balanced_neutral,neutral_balanced,seed_00786,train
aug_12788,seed_00019,bro it was normal 🙂🙂,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00019,train
aug_12789,seed_01063,omg it was standard for me 🫤🤷,Neutral,Neutral,0,1,controlled_augmentation,balanced_neutral,neutral_balanced,seed_01063,validation
aug_12790,seed_01111,tbh it was pretty average 😐🫤,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_01111,train
aug_12791,seed_01293,lol it 🫤 was alright overall,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_01293,validation
aug_12792,seed_00713,idk it was iknda fine 🫤,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00713,train
aug_12793,seed_00834,ngl it was normal overall 🤷🫤,Neutral,Neutral,0,1,controlled_augmentation,balanced_neutral,neutral_balanced,seed_00834,train
aug_12794,seed_00492,bro iit was averagggge 🤷,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00492,train
aug_12795,seed_01395,fr it was just regular 😐😐,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01395,validation
aug_12796,seed_00085,tbh it was just alright... 😐,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00085,train
aug_12797,seed_01100,fr it was pretty average 😐,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_01100,train
aug_12798,seed_00296,idk it was kinda okay 😐,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00296,train
aug_12799,seed_00684,ngl it was okay overall 🫤,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_00684,train
aug_12800,seed_01352,lowkey it was just okya 😐,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01352,train
aug_12801,seed_00917,tbh it felt average 🫤🫤,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00917,validation
aug_12802,seed_00032,lol it 😐 fffffelt alright!,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00032,test
aug_12803,seed_01727,tbh it felt standard 🫤,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01727,train
aug_12804,seed_00490,fr it was okay i guess! 🙂,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_00490,train
aug_12805,seed_00822,fr it was kinda average 🙂🙂,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00822,train
aug_12806,seed_00072,omg it felt okay... 😐🙂,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00072,validation
aug_12807,seed_01248,lowkey it was kinda fine! 😐,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01248,train
aug_12808,seed_00717,idk it 🤷 was regular,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00717,train
aug_12809,seed_01821,lol it feelt averrrage 😐🫤,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01821,validation
aug_12810,seed_01554,highkkkey it was kinda average 🫤,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01554,validation
aug_12811,seed_00142,fr it was normal overall! 🤷,Neutral,Neutral,0,1,controlled_augmentation,balanced_neutral,neutral_balanced,seed_00142,train
aug_12812,seed_00517,tbh it was average i guess! 🫤,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_00517,train
aug_12813,seed_00652,tbh it was fine overall... 🫤,Neutral,Neutral,0,1,controlled_augmentation,balanced_neutral,neutral_balanced,seed_00652,validation
aug_12814,seed_00670,idk it was alrighht 🫤,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00670,validation
aug_12815,seed_01244,bro it was average overall... 🙂,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_01244,train
aug_12816,seed_00936,tbh it was 🤷 kinda stndard,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00936,train
aug_12817,seed_01531,bro it was alright overall! 😐🙂,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_01531,validation
aug_12818,seed_01416,ttbh it fet standard! 🫤,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01416,train
aug_12819,seed_00144,fr it felt regular 🤷,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00144,train
aug_12820,seed_00221,fr it 🫤 was okay i guess,Neutral,Neutral,0,1,controlled_augmentation,balanced_neutral,neutral_balanced,seed_00221,validation
aug_12821,seed_00581,bro not bad not great 🫤😐,Neutral,Neutral,0,1,controlled_augmentation,balanced_neutral,neutral_balanced,seed_00581,train
aug_12822,seed_01435,fr it was pretty alright 😐,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_01435,train
aug_12823,seed_01037,highkey it was just normal 🙂,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01037,train
aug_12824,seed_01073,lol it was kinda normal 😐,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01073,validation
aug_12825,seed_00096,fr it was kinda average! 🙂,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00096,train
aug_12826,seed_01682,tbh it felt alright 😐😐,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01682,train
aug_12827,seed_00641,lokey it waaas kinda alright 😐,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00641,train
aug_12828,seed_00083,bro it felt regular 🫤,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00083,train
aug_12829,seed_00630,tbh it was kida normal 😐🙂,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00630,validation
aug_12830,seed_01022,idk it felt okay 🫤,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01022,test
aug_12831,seed_01294,tbh it felt fine 🙂😐,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01294,train
aug_12832,seed_00942,highkey it was pretty average! 🙂,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_00942,train
aug_12833,seed_00735,idk it fet standard 🤷,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00735,train
aug_12834,seed_00838,fr it was alright overall 😐,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_00838,train
aug_12835,seed_01000,lol it felt alright 😐🫤,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01000,train
aug_12836,seed_00222,lol it felt ooookay 🙂,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00222,test
aug_12837,seed_00685,idk it was okay overall 😐,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_00685,train
aug_12838,seed_01752,lowkey it was fineeee 😐,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01752,train
aug_12839,seed_01943,higheky it was kinda alright 😐,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01943,validation
aug_12840,seed_00578,ngl it was pretty normal 😐,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_00578,test
aug_12841,seed_00912,bro it was just okay 🤷,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_00912,train
aug_12842,seed_00823,tbh itttt was kina standard 😐,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00823,train
aug_12843,seed_01671,lowkey it felt normal 🙂,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01671,validation
aug_12844,seed_01560,tbh 🤷 it flet okay,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_01560,test
aug_12845,seed_00513,bro it felt standard 🤷,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00513,train
aug_12846,seed_01178,tbh it was mostly fine 🙂,Neutral,Neutral,0,1,controlled_augmentation,hedged_neutral,neutral_hedged,seed_01178,train
aug_12847,seed_00375,fr ittttt felt standard 😐,Neutral,Neutral,0,0,controlled_augmentation,orthographic_noise,neutral_direct,seed_00375,train
aug_12848,seed_01019,omg it was regular! 😐,Neutral,Neutral,0,0,controlled_augmentation,lexical_swap,neutral_direct,seed_01019,test
